property_id,check_in_date,room_category,successful_bookings,capacity
16559,2022-07-12,RT4,12,18
16562,2022-07-12,RT4,3,6
17558,2022-07-12,RT4,3,6
17562,2022-07-12,RT4,3,6
19563,2022-07-12,RT4,3,6
16560,2022-07-12,RT4,3,7
17561,2022-07-12,RT4,3,4
19563,2022-07-13,RT3,16,29
18560,2022-07-13,RT1,19,30
19562,2022-07-13,RT1,19,30
19563,2022-07-13,RT1,17,30
17558,2022-07-13,RT1,11,19
16558,2022-07-13,RT1,10,19
17560,2022-07-13,RT1,21,40
19558,2022-07-13,RT1,17,40
19560,2022-07-13,RT1,19,26
17561,2022-07-13,RT1,15,26
16560,2022-07-13,RT1,19,34
16561,2022-07-13,RT1,11,18
16562,2022-07-13,RT1,14,31
16563,2022-07-13,RT1,27,41
17559,2022-07-13,RT1,18,32
17562,2022-07-13,RT1,9,20
17563,2022-07-13,RT1,16,25
18558,2022-07-13,RT1,7,15
18559,2022-07-13,RT1,19,42
18561,2022-07-13,RT1,23,33
18562,2022-07-13,RT1,26,38
18563,2022-07-13,RT1,14,27
19559,2022-07-13,RT1,12,24
19561,2022-07-13,RT1,20,36
17564,2022-07-13,RT1,6,16
19562,2022-07-13,RT2,13,23
18563,2022-07-13,RT2,15,29
17561,2022-07-13,RT2,23,36
17558,2022-07-13,RT2,26,50
16562,2022-07-13,RT2,23,43
16561,2022-07-13,RT2,16,24
16558,2022-07-13,RT2,12,22
19560,2022-07-13,RT2,23,38
16563,2022-07-13,RT2,20,38
16559,2022-07-13,RT2,27,41
19559,2022-07-13,RT2,21,41
19558,2022-07-13,RT2,17,39
17559,2022-07-13,RT2,26,39
16560,2022-07-13,RT2,19,34
18562,2022-07-13,RT2,22,34
18559,2022-07-13,RT2,18,44
17563,2022-07-13,RT2,28,44
17562,2022-07-13,RT2,13,30
18558,2022-07-13,RT2,18,30
17564,2022-07-13,RT2,16,40
18561,2022-07-13,RT2,23,40
18560,2022-07-13,RT2,27,40
17560,2022-07-13,RT2,21,45
19561,2022-07-13,RT2,24,45
19563,2022-07-13,RT2,22,45
16559,2022-07-13,RT1,19,30
19562,2022-07-13,RT3,19,29
19561,2022-07-13,RT3,14,29
18562,2022-07-13,RT3,18,29
17558,2022-07-13,RT3,15,27
17562,2022-07-13,RT3,11,27
19559,2022-07-13,RT3,12,27
16559,2022-07-13,RT3,23,32
16558,2022-07-13,RT3,6,8
18560,2022-07-13,RT3,15,24
17563,2022-07-13,RT3,8,16
19558,2022-07-13,RT3,8,21
16561,2022-07-13,RT3,13,21
17560,2022-07-13,RT3,13,25
18558,2022-07-13,RT3,13,26
18561,2022-07-13,RT3,13,25
16560,2022-07-13,RT3,10,20
17561,2022-07-13,RT3,10,19
18559,2022-07-13,RT3,10,23
18563,2022-07-13,RT3,12,23
19560,2022-07-13,RT3,12,19
16562,2022-07-13,RT3,11,18
16563,2022-07-13,RT3,11,20
17559,2022-07-13,RT3,11,16
17564,2022-07-13,RT3,11,24
19559,2022-07-13,RT4,2,3
16558,2022-07-13,RT4,2,3
16560,2022-07-13,RT4,4,7
19561,2022-07-13,RT4,4,7
18561,2022-07-13,RT4,5,9
16561,2022-07-13,RT4,6,10
17560,2022-07-13,RT4,6,13
17564,2022-07-13,RT4,6,17
18560,2022-07-13,RT4,10,15
19560,2022-07-13,RT4,10,16
18559,2022-07-13,RT4,8,19
17563,2022-07-13,RT4,11,19
19562,2022-07-13,RT4,9,14
17559,2022-07-13,RT4,9,14
18558,2022-07-13,RT4,9,20
18562,2022-07-13,RT4,12,20
18563,2022-07-13,RT4,9,18
16563,2022-07-13,RT4,12,18
16559,2022-07-13,RT4,12,18
16562,2022-07-13,RT4,3,6
17558,2022-07-13,RT4,3,6
17562,2022-07-13,RT4,3,6
19563,2022-07-13,RT4,3,6
19558,2022-07-13,RT4,3,7
17561,2022-07-13,RT4,3,4
16559,2022-07-14,RT1,21,30
18560,2022-07-14,RT1,18,30
19562,2022-07-14,RT1,19,30
19563,2022-07-14,RT1,15,30
17558,2022-07-14,RT1,10,19
16558,2022-07-14,RT1,13,19
17560,2022-07-14,RT1,22,40
19558,2022-07-14,RT1,18,40
19560,2022-07-14,RT1,17,26
17561,2022-07-14,RT1,17,26
16560,2022-07-14,RT1,19,34
16561,2022-07-14,RT1,10,18
16562,2022-07-14,RT1,15,31
16563,2022-07-14,RT1,25,41
17559,2022-07-14,RT1,19,32
17562,2022-07-14,RT1,10,20
17563,2022-07-14,RT1,16,25
18558,2022-07-14,RT1,8,15
18559,2022-07-14,RT1,19,42
18561,2022-07-14,RT1,18,33
18562,2022-07-14,RT1,26,38
18563,2022-07-14,RT1,13,27
19559,2022-07-14,RT1,13,24
19561,2022-07-14,RT1,19,36
17564,2022-07-14,RT1,6,16
19562,2022-07-14,RT2,16,23
18563,2022-07-14,RT2,15,29
17561,2022-07-14,RT2,24,36
17558,2022-07-14,RT2,25,50
16562,2022-07-14,RT2,20,43
16561,2022-07-14,RT2,14,24
16558,2022-07-14,RT2,14,22
19560,2022-07-14,RT2,25,38
16563,2022-07-14,RT2,26,38
16559,2022-07-14,RT2,23,41
19559,2022-07-14,RT2,23,41
19558,2022-07-14,RT2,17,39
17559,2022-07-14,RT2,23,39
16560,2022-07-14,RT2,16,34
18562,2022-07-14,RT2,24,34
18559,2022-07-14,RT2,17,44
17563,2022-07-14,RT2,31,44
17562,2022-07-14,RT2,12,30
18558,2022-07-14,RT2,16,30
17564,2022-07-14,RT2,19,40
18561,2022-07-14,RT2,26,40
18560,2022-07-14,RT2,23,40
17560,2022-07-14,RT2,26,45
19561,2022-07-14,RT2,24,45
19563,2022-07-14,RT2,25,45
19563,2022-07-14,RT3,14,29
19562,2022-07-14,RT3,19,29
19561,2022-07-14,RT3,15,29
18562,2022-07-14,RT3,20,29
17558,2022-07-14,RT3,15,27
17562,2022-07-14,RT3,12,27
19559,2022-07-14,RT3,15,27
16559,2022-07-14,RT3,20,32
16558,2022-07-14,RT3,5,8
18561,2022-07-14,RT3,15,25
16561,2022-07-14,RT3,15,21
19558,2022-07-14,RT3,8,21
18558,2022-07-14,RT3,13,26
18560,2022-07-14,RT3,13,24
17560,2022-07-14,RT3,14,25
17561,2022-07-14,RT3,14,19
16562,2022-07-14,RT3,9,18
17559,2022-07-14,RT3,9,16
17563,2022-07-14,RT3,9,16
18559,2022-07-14,RT3,9,23
16560,2022-07-14,RT3,10,20
17564,2022-07-14,RT3,10,24
16563,2022-07-14,RT3,12,20
18563,2022-07-14,RT3,12,23
19560,2022-07-14,RT3,11,19
19559,2022-07-14,RT4,2,3
16558,2022-07-14,RT4,2,3
16560,2022-07-14,RT4,4,7
19561,2022-07-14,RT4,4,7
16561,2022-07-14,RT4,6,10
17560,2022-07-14,RT4,6,13
18561,2022-07-14,RT4,6,9
17564,2022-07-14,RT4,7,17
18560,2022-07-14,RT4,9,15
19560,2022-07-14,RT4,10,16
18559,2022-07-14,RT4,7,19
17563,2022-07-14,RT4,12,19
19562,2022-07-14,RT4,10,14
17559,2022-07-14,RT4,10,14
18558,2022-07-14,RT4,10,20
18562,2022-07-14,RT4,12,20
18563,2022-07-14,RT4,10,18
16563,2022-07-14,RT4,11,18
16559,2022-07-14,RT4,12,18
16562,2022-07-14,RT4,3,6
17558,2022-07-14,RT4,3,6
17562,2022-07-14,RT4,3,6
19563,2022-07-14,RT4,3,6
19558,2022-07-14,RT4,3,7
17561,2022-07-14,RT4,3,4
16559,2022-07-15,RT1,18,30
18560,2022-07-15,RT1,21,30
19562,2022-07-15,RT1,20,30
19563,2022-07-15,RT1,17,30
17558,2022-07-15,RT1,9,19
16558,2022-07-15,RT1,11,19
17560,2022-07-15,RT1,21,40
19558,2022-07-15,RT1,15,40
19560,2022-07-15,RT1,17,26
17561,2022-07-15,RT1,15,26
16560,2022-07-15,RT1,18,34
16561,2022-07-15,RT1,13,18
16562,2022-07-15,RT1,14,31
16563,2022-07-15,RT1,23,41
17559,2022-07-15,RT1,19,32
17562,2022-07-15,RT1,8,20
17563,2022-07-15,RT1,15,25
18558,2022-07-15,RT1,8,15
18559,2022-07-15,RT1,17,42
18561,2022-07-15,RT1,22,33
18562,2022-07-15,RT1,20,38
18563,2022-07-15,RT1,15,27
19559,2022-07-15,RT1,12,24
19561,2022-07-15,RT1,19,36
17564,2022-07-15,RT1,7,16
19562,2022-07-15,RT2,14,23
18563,2022-07-15,RT2,14,29
17561,2022-07-15,RT2,23,36
17558,2022-07-15,RT2,28,50
16562,2022-07-15,RT2,22,43
16561,2022-07-15,RT2,16,24
16558,2022-07-15,RT2,13,22
19560,2022-07-15,RT2,25,38
16563,2022-07-15,RT2,25,38
16559,2022-07-15,RT2,28,41
19559,2022-07-15,RT2,19,41
19558,2022-07-15,RT2,18,39
17559,2022-07-15,RT2,21,39
16560,2022-07-15,RT2,17,34
18562,2022-07-15,RT2,20,34
18559,2022-07-15,RT2,20,44
17563,2022-07-15,RT2,29,44
17562,2022-07-15,RT2,13,30
18558,2022-07-15,RT2,15,30
17564,2022-07-15,RT2,17,40
18561,2022-07-15,RT2,25,40
18560,2022-07-15,RT2,25,40
17560,2022-07-15,RT2,23,45
19561,2022-07-15,RT2,20,45
19563,2022-07-15,RT2,20,45
19563,2022-07-15,RT3,13,29
19562,2022-07-15,RT3,21,29
19561,2022-07-15,RT3,13,29
18562,2022-07-15,RT3,19,29
17558,2022-07-15,RT3,13,27
17562,2022-07-15,RT3,12,27
19559,2022-07-15,RT3,13,27
16559,2022-07-15,RT3,19,32
16558,2022-07-15,RT3,5,8
19558,2022-07-15,RT3,8,21
16561,2022-07-15,RT3,13,21
18558,2022-07-15,RT3,14,26
18560,2022-07-15,RT3,14,24
18561,2022-07-15,RT3,14,25
16562,2022-07-15,RT3,9,18
17559,2022-07-15,RT3,10,16
17563,2022-07-15,RT3,10,16
16563,2022-07-15,RT3,12,20
17560,2022-07-15,RT3,12,25
17561,2022-07-15,RT3,12,19
16560,2022-07-15,RT3,11,20
18559,2022-07-15,RT3,11,23
18563,2022-07-15,RT3,11,23
19560,2022-07-15,RT3,11,19
17564,2022-07-15,RT3,11,24
19559,2022-07-15,RT4,2,3
16558,2022-07-15,RT4,2,3
16562,2022-07-15,RT4,4,6
17558,2022-07-15,RT4,4,6
19563,2022-07-15,RT4,4,6
19561,2022-07-15,RT4,4,7
16561,2022-07-15,RT4,5,10
18561,2022-07-15,RT4,5,9
17560,2022-07-15,RT4,6,13
17564,2022-07-15,RT4,8,17
18560,2022-07-15,RT4,11,15
19560,2022-07-15,RT4,9,16
18559,2022-07-15,RT4,9,19
17563,2022-07-15,RT4,13,19
19562,2022-07-15,RT4,9,14
17559,2022-07-15,RT4,9,14
18558,2022-07-15,RT4,10,20
18562,2022-07-15,RT4,13,20
18563,2022-07-15,RT4,9,18
16563,2022-07-15,RT4,13,18
16559,2022-07-15,RT4,9,18
17562,2022-07-15,RT4,3,6
16560,2022-07-15,RT4,3,7
19558,2022-07-15,RT4,3,7
17561,2022-07-15,RT4,3,4
19563,2022-07-16,RT3,21,29
18560,2022-07-16,RT1,25,30
19562,2022-07-16,RT1,28,30
19563,2022-07-16,RT1,21,30
17558,2022-07-16,RT1,14,19
16558,2022-07-16,RT1,16,19
17560,2022-07-16,RT1,31,40
19558,2022-07-16,RT1,24,40
19560,2022-07-16,RT1,25,26
17561,2022-07-16,RT1,25,26
16560,2022-07-16,RT1,25,34
16561,2022-07-16,RT1,17,18
16562,2022-07-16,RT1,22,31
16563,2022-07-16,RT1,34,41
17559,2022-07-16,RT1,29,32
17562,2022-07-16,RT1,13,20
17563,2022-07-16,RT1,21,25
18558,2022-07-16,RT1,11,15
18559,2022-07-16,RT1,25,42
18561,2022-07-16,RT1,29,33
18562,2022-07-16,RT1,35,38
18563,2022-07-16,RT1,19,27
19559,2022-07-16,RT1,18,24
19561,2022-07-16,RT1,27,36
17564,2022-07-16,RT1,11,16
19562,2022-07-16,RT2,22,23
18563,2022-07-16,RT2,22,29
17561,2022-07-16,RT2,33,36
17558,2022-07-16,RT2,36,50
16562,2022-07-16,RT2,33,43
16561,2022-07-16,RT2,20,24
16558,2022-07-16,RT2,20,22
19560,2022-07-16,RT2,36,38
16563,2022-07-16,RT2,37,38
16559,2022-07-16,RT2,39,41
19559,2022-07-16,RT2,28,41
19558,2022-07-16,RT2,26,39
17559,2022-07-16,RT2,35,39
16560,2022-07-16,RT2,24,34
18562,2022-07-16,RT2,30,34
18559,2022-07-16,RT2,28,44
17563,2022-07-16,RT2,38,44
17562,2022-07-16,RT2,19,30
18558,2022-07-16,RT2,22,30
17564,2022-07-16,RT2,26,40
18561,2022-07-16,RT2,38,40
18560,2022-07-16,RT2,34,40
17560,2022-07-16,RT2,35,45
19561,2022-07-16,RT2,31,45
19563,2022-07-16,RT2,32,45
16559,2022-07-16,RT1,29,30
19562,2022-07-16,RT3,25,29
19561,2022-07-16,RT3,22,29
18562,2022-07-16,RT3,26,29
17558,2022-07-16,RT3,21,27
17562,2022-07-16,RT3,17,27
19559,2022-07-16,RT3,21,27
16559,2022-07-16,RT3,29,32
17560,2022-07-16,RT3,19,25
18561,2022-07-16,RT3,24,25
16561,2022-07-16,RT3,19,21
16563,2022-07-16,RT3,17,20
17561,2022-07-16,RT3,19,19
18558,2022-07-16,RT3,20,26
18560,2022-07-16,RT3,21,24
18563,2022-07-16,RT3,17,23
19560,2022-07-16,RT3,16,19
16560,2022-07-16,RT3,15,20
17559,2022-07-16,RT3,15,16
18559,2022-07-16,RT3,15,23
16558,2022-07-16,RT3,8,8
16562,2022-07-16,RT3,13,18
17563,2022-07-16,RT3,14,16
17564,2022-07-16,RT3,14,24
19558,2022-07-16,RT3,12,21
19559,2022-07-16,RT4,2,3
16562,2022-07-16,RT4,4,6
17562,2022-07-16,RT4,4,6
17561,2022-07-16,RT4,4,4
16560,2022-07-16,RT4,5,7
17558,2022-07-16,RT4,5,6
19558,2022-07-16,RT4,5,7
19563,2022-07-16,RT4,5,6
19561,2022-07-16,RT4,6,7
16561,2022-07-16,RT4,10,10
17560,2022-07-16,RT4,10,13
18561,2022-07-16,RT4,9,9
17564,2022-07-16,RT4,10,17
18560,2022-07-16,RT4,13,15
19560,2022-07-16,RT4,13,16
18559,2022-07-16,RT4,12,19
17563,2022-07-16,RT4,16,19
19562,2022-07-16,RT4,13,14
17559,2022-07-16,RT4,13,14
18558,2022-07-16,RT4,15,20
18562,2022-07-16,RT4,18,20
18563,2022-07-16,RT4,13,18
16563,2022-07-16,RT4,15,18
16559,2022-07-16,RT4,16,18
16558,2022-07-16,RT4,3,3
16559,2022-07-17,RT1,25,30
18560,2022-07-17,RT1,22,30
19562,2022-07-17,RT1,20,30
19563,2022-07-17,RT1,17,30
17558,2022-07-17,RT1,12,19
16558,2022-07-17,RT1,13,19
17560,2022-07-17,RT1,24,40
19558,2022-07-17,RT1,20,40
19560,2022-07-17,RT1,19,26
17561,2022-07-17,RT1,19,26
16560,2022-07-17,RT1,20,34
16561,2022-07-17,RT1,13,18
16562,2022-07-17,RT1,18,31
16563,2022-07-17,RT1,31,41
17559,2022-07-17,RT1,21,32
17562,2022-07-17,RT1,11,20
17563,2022-07-17,RT1,21,25
18558,2022-07-17,RT1,9,15
18559,2022-07-17,RT1,18,42
18561,2022-07-17,RT1,24,33
18562,2022-07-17,RT1,29,38
18563,2022-07-17,RT1,16,27
19559,2022-07-17,RT1,15,24
19561,2022-07-17,RT1,20,36
17564,2022-07-17,RT1,9,16
19562,2022-07-17,RT2,18,23
18563,2022-07-17,RT2,16,29
17561,2022-07-17,RT2,28,36
17558,2022-07-17,RT2,31,50
16562,2022-07-17,RT2,28,43
16561,2022-07-17,RT2,18,24
16558,2022-07-17,RT2,17,22
19560,2022-07-17,RT2,30,38
16563,2022-07-17,RT2,32,38
16559,2022-07-17,RT2,28,41
19559,2022-07-17,RT2,23,41
19558,2022-07-17,RT2,21,39
17559,2022-07-17,RT2,32,39
16560,2022-07-17,RT2,19,34
18562,2022-07-17,RT2,28,34
18559,2022-07-17,RT2,25,44
17563,2022-07-17,RT2,35,44
17562,2022-07-17,RT2,14,30
18558,2022-07-17,RT2,18,30
17564,2022-07-17,RT2,19,40
18561,2022-07-17,RT2,28,40
18560,2022-07-17,RT2,32,40
17560,2022-07-17,RT2,28,45
19561,2022-07-17,RT2,29,45
19563,2022-07-17,RT2,27,45
19563,2022-07-17,RT3,18,29
19562,2022-07-17,RT3,20,29
19561,2022-07-17,RT3,17,29
18562,2022-07-17,RT3,21,29
17558,2022-07-17,RT3,16,27
17562,2022-07-17,RT3,12,27
19559,2022-07-17,RT3,15,27
16559,2022-07-17,RT3,21,32
16558,2022-07-17,RT3,5,8
18561,2022-07-17,RT3,17,25
18558,2022-07-17,RT3,16,26
18560,2022-07-17,RT3,16,24
16561,2022-07-17,RT3,15,21
18563,2022-07-17,RT3,15,23
19560,2022-07-17,RT3,15,19
16563,2022-07-17,RT3,13,20
18559,2022-07-17,RT3,13,23
17560,2022-07-17,RT3,14,25
17561,2022-07-17,RT3,14,19
17563,2022-07-17,RT3,14,16
16562,2022-07-17,RT3,10,18
16560,2022-07-17,RT3,12,20
17559,2022-07-17,RT3,12,16
19558,2022-07-17,RT3,12,21
17564,2022-07-17,RT3,11,24
17562,2022-07-17,RT4,2,6
19559,2022-07-17,RT4,2,3
16558,2022-07-17,RT4,2,3
17558,2022-07-17,RT4,4,6
19561,2022-07-17,RT4,4,7
16560,2022-07-17,RT4,5,7
16561,2022-07-17,RT4,6,10
17560,2022-07-17,RT4,7,13
18561,2022-07-17,RT4,7,9
17564,2022-07-17,RT4,9,17
18560,2022-07-17,RT4,13,15
19560,2022-07-17,RT4,12,16
18559,2022-07-17,RT4,8,19
17563,2022-07-17,RT4,16,19
19562,2022-07-17,RT4,9,14
17559,2022-07-17,RT4,9,14
18558,2022-07-17,RT4,12,20
18562,2022-07-17,RT4,16,20
18563,2022-07-17,RT4,11,18
16563,2022-07-17,RT4,14,18
16559,2022-07-17,RT4,12,18
16562,2022-07-17,RT4,3,6
19563,2022-07-17,RT4,3,6
19558,2022-07-17,RT4,3,7
17561,2022-07-17,RT4,3,4
16559,2022-07-18,RT1,16,30
18560,2022-07-18,RT1,16,30
19562,2022-07-18,RT1,17,30
19563,2022-07-18,RT1,11,30
17558,2022-07-18,RT1,8,19
16558,2022-07-18,RT1,9,19
17560,2022-07-18,RT1,19,40
19558,2022-07-18,RT1,12,40
19560,2022-07-18,RT1,14,26
17561,2022-07-18,RT1,11,26
16560,2022-07-18,RT1,15,34
16561,2022-07-18,RT1,9,18
16562,2022-07-18,RT1,11,31
16563,2022-07-18,RT1,20,41
17559,2022-07-18,RT1,17,32
17562,2022-07-18,RT1,7,20
17563,2022-07-18,RT1,14,25
18558,2022-07-18,RT1,7,15
18559,2022-07-18,RT1,17,42
18561,2022-07-18,RT1,15,33
18562,2022-07-18,RT1,20,38
18563,2022-07-18,RT1,10,27
19559,2022-07-18,RT1,11,24
19561,2022-07-18,RT1,16,36
17564,2022-07-18,RT1,5,16
19562,2022-07-18,RT2,13,23
18563,2022-07-18,RT2,12,29
17561,2022-07-18,RT2,20,36
17558,2022-07-18,RT2,20,50
16562,2022-07-18,RT2,20,43
16561,2022-07-18,RT2,12,24
16558,2022-07-18,RT2,11,22
19560,2022-07-18,RT2,16,38
16563,2022-07-18,RT2,18,38
16559,2022-07-18,RT2,23,41
19559,2022-07-18,RT2,19,41
19558,2022-07-18,RT2,15,39
17559,2022-07-18,RT2,20,39
16560,2022-07-18,RT2,15,34
18562,2022-07-18,RT2,17,34
18559,2022-07-18,RT2,16,44
17563,2022-07-18,RT2,22,44
17562,2022-07-18,RT2,11,30
18558,2022-07-18,RT2,11,30
17564,2022-07-18,RT2,16,40
18561,2022-07-18,RT2,21,40
18560,2022-07-18,RT2,17,40
17560,2022-07-18,RT2,20,45
19561,2022-07-18,RT2,16,45
19563,2022-07-18,RT2,20,45
19563,2022-07-18,RT3,11,29
19562,2022-07-18,RT3,15,29
19561,2022-07-18,RT3,13,29
18562,2022-07-18,RT3,16,29
17558,2022-07-18,RT3,11,27
17562,2022-07-18,RT3,10,27
19559,2022-07-18,RT3,11,27
16559,2022-07-18,RT3,17,32
16558,2022-07-18,RT3,3,8
16562,2022-07-18,RT3,7,18
18559,2022-07-18,RT3,7,23
17564,2022-07-18,RT3,7,24
16560,2022-07-18,RT3,8,20
18560,2022-07-18,RT3,14,24
18561,2022-07-18,RT3,14,25
17559,2022-07-18,RT3,9,16
17563,2022-07-18,RT3,9,16
19558,2022-07-18,RT3,9,21
19560,2022-07-18,RT3,9,19
16563,2022-07-18,RT3,10,20
18558,2022-07-18,RT3,10,26
18563,2022-07-18,RT3,10,23
16561,2022-07-18,RT3,12,21
17560,2022-07-18,RT3,11,25
17561,2022-07-18,RT3,11,19
16560,2022-07-18,RT4,2,7
17558,2022-07-18,RT4,2,6
17562,2022-07-18,RT4,2,6
19563,2022-07-18,RT4,2,6
16558,2022-07-18,RT4,2,3
17560,2022-07-18,RT4,4,13
16561,2022-07-18,RT4,5,10
17564,2022-07-18,RT4,5,17
19559,2022-07-18,RT4,1,3
18560,2022-07-18,RT4,8,15
19560,2022-07-18,RT4,8,16
18559,2022-07-18,RT4,7,19
17563,2022-07-18,RT4,10,19
19562,2022-07-18,RT4,7,14
17559,2022-07-18,RT4,8,14
18558,2022-07-18,RT4,9,20
18562,2022-07-18,RT4,10,20
18563,2022-07-18,RT4,7,18
16563,2022-07-18,RT4,9,18
16559,2022-07-18,RT4,8,18
16562,2022-07-18,RT4,3,6
19558,2022-07-18,RT4,3,7
19561,2022-07-18,RT4,3,7
17561,2022-07-18,RT4,3,4
18561,2022-07-18,RT4,3,9
19563,2022-07-19,RT3,12,29
18560,2022-07-19,RT1,14,30
19562,2022-07-19,RT1,15,30
19563,2022-07-19,RT1,13,30
17558,2022-07-19,RT1,7,19
16558,2022-07-19,RT1,12,19
17560,2022-07-19,RT1,15,40
19558,2022-07-19,RT1,13,40
19560,2022-07-19,RT1,14,26
17561,2022-07-19,RT1,15,26
16560,2022-07-19,RT1,14,34
16561,2022-07-19,RT1,10,18
16562,2022-07-19,RT1,13,31
16563,2022-07-19,RT1,21,41
17559,2022-07-19,RT1,18,32
17562,2022-07-19,RT1,7,20
17563,2022-07-19,RT1,10,25
18558,2022-07-19,RT1,7,15
18559,2022-07-19,RT1,13,42
18561,2022-07-19,RT1,18,33
18562,2022-07-19,RT1,21,38
18563,2022-07-19,RT1,11,27
19559,2022-07-19,RT1,11,24
19561,2022-07-19,RT1,13,36
17564,2022-07-19,RT1,6,16
19562,2022-07-19,RT2,10,23
18563,2022-07-19,RT2,11,29
17561,2022-07-19,RT2,17,36
17558,2022-07-19,RT2,18,50
16562,2022-07-19,RT2,20,43
16561,2022-07-19,RT2,14,24
16558,2022-07-19,RT2,11,22
19560,2022-07-19,RT2,18,38
16563,2022-07-19,RT2,20,38
16559,2022-07-19,RT2,23,41
19559,2022-07-19,RT2,19,41
19558,2022-07-19,RT2,13,39
17559,2022-07-19,RT2,18,39
16560,2022-07-19,RT2,15,34
18562,2022-07-19,RT2,15,34
18559,2022-07-19,RT2,18,44
17563,2022-07-19,RT2,27,44
17562,2022-07-19,RT2,10,30
18558,2022-07-19,RT2,14,30
17564,2022-07-19,RT2,12,40
18561,2022-07-19,RT2,20,40
18560,2022-07-19,RT2,20,40
17560,2022-07-19,RT2,18,45
19561,2022-07-19,RT2,20,45
19563,2022-07-19,RT2,19,45
16559,2022-07-19,RT1,16,30
19562,2022-07-19,RT3,14,29
19561,2022-07-19,RT3,11,29
18562,2022-07-19,RT3,15,29
17558,2022-07-19,RT3,11,27
17562,2022-07-19,RT3,9,27
19559,2022-07-19,RT3,11,27
16558,2022-07-19,RT3,4,8
17559,2022-07-19,RT3,7,16
18559,2022-07-19,RT3,7,23
19558,2022-07-19,RT3,5,21
16560,2022-07-19,RT3,8,20
17563,2022-07-19,RT3,8,16
18563,2022-07-19,RT3,8,23
19560,2022-07-19,RT3,8,19
17564,2022-07-19,RT3,8,24
16559,2022-07-19,RT3,14,32
16562,2022-07-19,RT3,9,18
17560,2022-07-19,RT3,9,25
17561,2022-07-19,RT3,9,19
16561,2022-07-19,RT3,10,21
18561,2022-07-19,RT3,12,25
16563,2022-07-19,RT3,11,20
18558,2022-07-19,RT3,11,26
18560,2022-07-19,RT3,11,24
19558,2022-07-19,RT4,2,7
19563,2022-07-19,RT4,2,6
17560,2022-07-19,RT4,4,13
18561,2022-07-19,RT4,4,9
16561,2022-07-19,RT4,5,10
17564,2022-07-19,RT4,6,17
19559,2022-07-19,RT4,1,3
18560,2022-07-19,RT4,7,15
19560,2022-07-19,RT4,9,16
18559,2022-07-19,RT4,6,19
17563,2022-07-19,RT4,8,19
19562,2022-07-19,RT4,6,14
17559,2022-07-19,RT4,6,14
18558,2022-07-19,RT4,8,20
18562,2022-07-19,RT4,11,20
18563,2022-07-19,RT4,7,18
16563,2022-07-19,RT4,9,18
16559,2022-07-19,RT4,9,18
16562,2022-07-19,RT4,3,6
17558,2022-07-19,RT4,3,6
17562,2022-07-19,RT4,3,6
16560,2022-07-19,RT4,3,7
19561,2022-07-19,RT4,3,7
17561,2022-07-19,RT4,3,4
16558,2022-07-19,RT4,3,3
16559,2022-07-20,RT1,15,30
19562,2022-07-20,RT1,13,30
19563,2022-07-20,RT1,12,30
17558,2022-07-20,RT1,8,19
16558,2022-07-20,RT1,12,19
17560,2022-07-20,RT1,15,40
19558,2022-07-20,RT1,15,40
19560,2022-07-20,RT1,12,26
17561,2022-07-20,RT1,15,26
16560,2022-07-20,RT1,14,34
16561,2022-07-20,RT1,10,18
16562,2022-07-20,RT1,14,31
16563,2022-07-20,RT1,22,41
17559,2022-07-20,RT1,17,32
17562,2022-07-20,RT1,9,20
17563,2022-07-20,RT1,13,25
18558,2022-07-20,RT1,6,15
18559,2022-07-20,RT1,17,42
18561,2022-07-20,RT1,16,33
18562,2022-07-20,RT1,21,38
18563,2022-07-20,RT1,11,27
19559,2022-07-20,RT1,10,24
19561,2022-07-20,RT1,16,36
17564,2022-07-20,RT1,6,16
19562,2022-07-20,RT2,13,23
18563,2022-07-20,RT2,13,29
17561,2022-07-20,RT2,21,36
17558,2022-07-20,RT2,23,50
16562,2022-07-20,RT2,18,43
16561,2022-07-20,RT2,12,24
16558,2022-07-20,RT2,10,22
19560,2022-07-20,RT2,20,38
16563,2022-07-20,RT2,19,38
16559,2022-07-20,RT2,19,41
19559,2022-07-20,RT2,18,41
19558,2022-07-20,RT2,14,39
17559,2022-07-20,RT2,22,39
16560,2022-07-20,RT2,16,34
18562,2022-07-20,RT2,17,34
18559,2022-07-20,RT2,14,44
17563,2022-07-20,RT2,24,44
17562,2022-07-20,RT2,10,30
18558,2022-07-20,RT2,12,30
17564,2022-07-20,RT2,12,40
18561,2022-07-20,RT2,21,40
18560,2022-07-20,RT2,18,40
17560,2022-07-20,RT2,18,45
19561,2022-07-20,RT2,18,45
19563,2022-07-20,RT2,20,45
19563,2022-07-20,RT3,12,29
18560,2022-07-20,RT1,14,30
19562,2022-07-20,RT3,14,29
19561,2022-07-20,RT3,11,29
18562,2022-07-20,RT3,17,29
17558,2022-07-20,RT3,13,27
17562,2022-07-20,RT3,8,27
19559,2022-07-20,RT3,11,27
16559,2022-07-20,RT3,17,32
16558,2022-07-20,RT3,3,8
16562,2022-07-20,RT3,7,18
17560,2022-07-20,RT3,8,25
17563,2022-07-20,RT3,8,16
18559,2022-07-20,RT3,8,23
19558,2022-07-20,RT3,8,21
17564,2022-07-20,RT3,8,24
18560,2022-07-20,RT3,13,24
16560,2022-07-20,RT3,9,20
17561,2022-07-20,RT3,9,19
19560,2022-07-20,RT3,9,19
